level,type,usage,sort,parent,code,display_code,icd10_code,title_en,parent_title,detailed_title,definition,mortality_code,morbidity_code1,morbidity_code2,morbidity_code3,morbidity_code4,last_updated
3,N,X,1,B50,B51.-,B51,B51,Plasmodium vivax malaria,Plasmodium vivax malaria,,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B51.0,B51.0,B510,Plasmodium vivax malaria with rupture of spleen,Plasmodium vivax malaria,Plasmodium vivax malaria with rupture of spleen,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B51.8,B51.8,B518,Plasmodium vivax malaria with other complications,Plasmodium vivax malaria,Plasmodium vivax malaria with other complications,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B51.9,B51.9,B519,Plasmodium vivax malaria without complication,Plasmodium vivax malaria,Plasmodium vivax malaria without complication,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
3,N,X,1,B50,B52.-,B52,B52,Plasmodium malariae malaria,Plasmodium malariae malaria,,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B52.0,B52.0,B520,Plasmodium malariae malaria with nephropathy,Plasmodium malariae malaria,Plasmodium malariae malaria with nephropathy,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B52.8,B52.8,B528,Plasmodium malariae malaria with other complications,Plasmodium malariae malaria,Plasmodium malariae malaria with other complications,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B52.9,B52.9,B529,Plasmodium malariae malaria without complication,Plasmodium malariae malaria,Plasmodium malariae malaria without complication,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
3,N,X,1,B50,B53.-,B53,B53,Other parasitologically confirmed malaria,Other parasitologically confirmed malaria,,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B53.0,B53.0,B530,Plasmodium ovale malaria,Other parasitologically confirmed malaria,Plasmodium ovale malaria,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B53.1,B53.1,B531,Malaria due to simian plasmodia,Other parasitologically confirmed malaria,Malaria due to simian plasmodia,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B53.8,B53.8,B538,"Other parasitologically confirmed malaria, not elsewhere classified",Other parasitologically confirmed malaria,"Other parasitologically confirmed malaria, not elsewhere classified",,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
3,T,X,1,B50,B54,B54,B54,Unspecified malaria,Unspecified malaria,,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
3,N,X,1,B50,B55.-,B55,B55,Leishmaniasis,Leishmaniasis,,,044,4-014,3-015,2-021,1-022,2025-09-12 20:34:44
4,T,X,1,B50,B55.0,B55.0,B550,Visceral leishmaniasis,Leishmaniasis,Visceral leishmaniasis,,044,4-014,3-015,2-021,1-022,2025-09-12 20:34:44
4,T,X,1,B50,B55.1,B55.1,B551,Cutaneous leishmaniasis,Leishmaniasis,Cutaneous leishmaniasis,,044,4-014,3-015,2-021,1-022,2025-09-12 20:34:44
4,T,X,1,B50,B55.2,B55.2,B552,Mucocutaneous leishmaniasis,Leishmaniasis,Mucocutaneous leishmaniasis,,044,4-014,3-015,2-021,1-022,2025-09-12 20:34:44
4,T,X,1,B50,B55.9,B55.9,B559,"Leishmaniasis, unspecified",Leishmaniasis,"Leishmaniasis, unspecified",,044,4-014,3-015,2-021,1-022,2025-09-12 20:34:44
3,N,X,1,B50,B56.-,B56,B56,African trypanosomiasis,African trypanosomiasis,,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B56.0,B56.0,B560,Gambiense trypanosomiasis,African trypanosomiasis,Gambiense trypanosomiasis,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B56.1,B56.1,B561,Rhodesiense trypanosomiasis,African trypanosomiasis,Rhodesiense trypanosomiasis,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B56.9,B56.9,B569,"African trypanosomiasis, unspecified",African trypanosomiasis,"African trypanosomiasis, unspecified",,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
3,N,X,1,B50,B57.-,B57,B57,Chagas disease,Chagas disease,,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.0,B57.0,B570,Acute Chagas disease with heart involvement,Chagas disease,Acute Chagas disease with heart involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.1,B57.1,B571,Acute Chagas disease without heart involvement,Chagas disease,Acute Chagas disease without heart involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.2,B57.2,B572,Chagas disease (chronic) with heart involvement,Chagas disease,Chagas disease (chronic) with heart involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.3,B57.3,B573,Chagas disease (chronic) with digestive system involvement,Chagas disease,Chagas disease (chronic) with digestive system involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.4,B57.4,B574,Chagas disease (chronic) with nervous system involvement,Chagas disease,Chagas disease (chronic) with nervous system involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
4,T,X,1,B50,B57.5,B57.5,B575,Chagas disease (chronic) with other organ involvement,Chagas disease,Chagas disease (chronic) with other organ involvement,,045,4-014,3-015,2-022,1-023,2025-09-12 20:34:44
3,N,X,1,B50,B58.-,B58,B58,Toxoplasmosis,Toxoplasmosis,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.0,B58.0,B580,Toxoplasma oculopathy,Toxoplasmosis,Toxoplasma oculopathy,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.1,B58.1,B581,Toxoplasma hepatitis,Toxoplasmosis,Toxoplasma hepatitis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.2,B58.2,B582,Toxoplasma meningoencephalitis,Toxoplasmosis,Toxoplasma meningoencephalitis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.3,B58.3,B583,Pulmonary toxoplasmosis,Toxoplasmosis,Pulmonary toxoplasmosis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.8,B58.8,B588,Toxoplasmosis with other organ involvement,Toxoplasmosis,Toxoplasmosis with other organ involvement,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B58.9,B58.9,B589,"Toxoplasmosis, unspecified",Toxoplasmosis,"Toxoplasmosis, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B50,B60.-,B60,B60,"Other protozoal diseases, not elsewhere classified","Other protozoal diseases, not elsewhere classified",,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B60.0,B60.0,B600,Babesiosis,"Other protozoal diseases, not elsewhere classified",Babesiosis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B60.1,B60.1,B601,Acanthamoebiasis,"Other protozoal diseases, not elsewhere classified",Acanthamoebiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B60.2,B60.2,B602,Naegleriasis,"Other protozoal diseases, not elsewhere classified",Naegleriasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B50,B60.8,B60.8,B608,Other specified protozoal diseases,"Other protozoal diseases, not elsewhere classified",Other specified protozoal diseases,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B50,B64,B64,B64,Unspecified protozoal disease,Unspecified protozoal disease,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B65.-,B65,B65,Schistosomiasis [bilharziasis],Schistosomiasis [bilharziasis],,,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.0,B65.0,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],Schistosomiasis [bilharziasis],Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.1,B65.1,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],Schistosomiasis [bilharziasis],Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.2,B65.2,B652,Schistosomiasis due to Schistosoma japonicum,Schistosomiasis [bilharziasis],Schistosomiasis due to Schistosoma japonicum,,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.3,B65.3,B653,Cercarial dermatitis,Schistosomiasis [bilharziasis],Cercarial dermatitis,,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.8,B65.8,B658,Other schistosomiases,Schistosomiasis [bilharziasis],Other schistosomiases,,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
4,T,X,1,B65,B65.9,B65.9,B659,"Schistosomiasis, unspecified",Schistosomiasis [bilharziasis],"Schistosomiasis, unspecified",,046,4-014,3-015,2-023,1-024,2025-09-12 20:34:44
3,N,X,1,B65,B66.-,B66,B66,Other fluke infections,Other fluke infections,,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.0,B66.0,B660,Opisthorchiasis,Other fluke infections,Opisthorchiasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.1,B66.1,B661,Clonorchiasis,Other fluke infections,Clonorchiasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.2,B66.2,B662,Dicrocoeliasis,Other fluke infections,Dicrocoeliasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.3,B66.3,B663,Fascioliasis,Other fluke infections,Fascioliasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.4,B66.4,B664,Paragonimiasis,Other fluke infections,Paragonimiasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.5,B66.5,B665,Fasciolopsiasis,Other fluke infections,Fasciolopsiasis,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.8,B66.8,B668,Other specified fluke infections,Other fluke infections,Other specified fluke infections,,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B66.9,B66.9,B669,"Fluke infection, unspecified",Other fluke infections,"Fluke infection, unspecified",,047,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B67.-,B67,B67,Echinococcosis,Echinococcosis,,,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.0,B67.0,B670,Echinococcus granulosus infection of liver,Echinococcosis,Echinococcus granulosus infection of liver,,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.1,B67.1,B671,Echinococcus granulosus infection of lung,Echinococcosis,Echinococcus granulosus infection of lung,,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.2,B67.2,B672,Echinococcus granulosus infection of bone,Echinococcosis,Echinococcus granulosus infection of bone,,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.3,B67.3,B673,"Echinococcus granulosus infection, other and multiple sites",Echinococcosis,"Echinococcus granulosus infection, other and multiple sites",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.4,B67.4,B674,"Echinococcus granulosus infection, unspecified",Echinococcosis,"Echinococcus granulosus infection, unspecified",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.5,B67.5,B675,Echinococcus multilocularis infection of liver,Echinococcosis,Echinococcus multilocularis infection of liver,,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.6,B67.6,B676,"Echinococcus multilocularis infection, other and multiple sites",Echinococcosis,"Echinococcus multilocularis infection, other and multiple sites",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.7,B67.7,B677,"Echinococcus multilocularis infection, unspecified",Echinococcosis,"Echinococcus multilocularis infection, unspecified",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.8,B67.8,B678,"Echinococcosis, unspecified, of liver",Echinococcosis,"Echinococcosis, unspecified, of liver",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B67.9,B67.9,B679,"Echinococcosis, other and unspecified",Echinococcosis,"Echinococcosis, other and unspecified",,048,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B68.-,B68,B68,Taeniasis,Taeniasis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B68.0,B68.0,B680,Taenia solium taeniasis,Taeniasis,Taenia solium taeniasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B68.1,B68.1,B681,Taenia saginata taeniasis,Taeniasis,Taenia saginata taeniasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B68.9,B68.9,B689,"Taeniasis, unspecified",Taeniasis,"Taeniasis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B69.-,B69,B69,Cysticercosis,Cysticercosis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B69.0,B69.0,B690,Cysticercosis of central nervous system,Cysticercosis,Cysticercosis of central nervous system,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B69.1,B69.1,B691,Cysticercosis of eye,Cysticercosis,Cysticercosis of eye,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B69.8,B69.8,B698,Cysticercosis of other sites,Cysticercosis,Cysticercosis of other sites,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B69.9,B69.9,B699,"Cysticercosis, unspecified",Cysticercosis,"Cysticercosis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B70.-,B70,B70,Diphyllobothriasis and sparganosis,Diphyllobothriasis and sparganosis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B70.0,B70.0,B700,Diphyllobothriasis,Diphyllobothriasis and sparganosis,Diphyllobothriasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B70.1,B70.1,B701,Sparganosis,Diphyllobothriasis and sparganosis,Sparganosis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B71.-,B71,B71,Other cestode infections,Other cestode infections,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B71.0,B71.0,B710,Hymenolepiasis,Other cestode infections,Hymenolepiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B71.1,B71.1,B711,Dipylidiasis,Other cestode infections,Dipylidiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B71.8,B71.8,B718,Other specified cestode infections,Other cestode infections,Other specified cestode infections,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B71.9,B71.9,B719,"Cestode infection, unspecified",Other cestode infections,"Cestode infection, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B65,B72,B72,B72,Dracunculiasis,Dracunculiasis,,,049,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B65,B73,B73,B73,Onchocerciasis,Onchocerciasis,,,050,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B74.-,B74,B74,Filariasis,Filariasis,,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.0,B74.0,B740,Filariasis due to Wuchereria bancrofti,Filariasis,Filariasis due to Wuchereria bancrofti,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.1,B74.1,B741,Filariasis due to Brugia malayi,Filariasis,Filariasis due to Brugia malayi,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.2,B74.2,B742,Filariasis due to Brugia timori,Filariasis,Filariasis due to Brugia timori,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.3,B74.3,B743,Loiasis,Filariasis,Loiasis,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.4,B74.4,B744,Mansonelliasis,Filariasis,Mansonelliasis,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.8,B74.8,B748,Other filariases,Filariasis,Other filariases,,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B74.9,B74.9,B749,"Filariasis, unspecified",Filariasis,"Filariasis, unspecified",,051,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B65,B75,B75,B75,Trichinellosis,Trichinellosis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B76.-,B76,B76,Hookworm diseases,Hookworm diseases,,,052,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B76.0,B76.0,B760,Ancylostomiasis,Hookworm diseases,Ancylostomiasis,,052,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B76.1,B76.1,B761,Necatoriasis,Hookworm diseases,Necatoriasis,,052,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B76.8,B76.8,B768,Other hookworm diseases,Hookworm diseases,Other hookworm diseases,,052,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B76.9,B76.9,B769,"Hookworm disease, unspecified",Hookworm diseases,"Hookworm disease, unspecified",,052,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B77.-,B77,B77,Ascariasis,Ascariasis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B77.0,B77.0,B770,Ascariasis with intestinal complications,Ascariasis,Ascariasis with intestinal complications,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B77.8,B77.8,B778,Ascariasis with other complications,Ascariasis,Ascariasis with other complications,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B77.9,B77.9,B779,"Ascariasis, unspecified",Ascariasis,"Ascariasis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B78.-,B78,B78,Strongyloidiasis,Strongyloidiasis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B78.0,B78.0,B780,Intestinal strongyloidiasis,Strongyloidiasis,Intestinal strongyloidiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B78.1,B78.1,B781,Cutaneous strongyloidiasis,Strongyloidiasis,Cutaneous strongyloidiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B78.7,B78.7,B787,Disseminated strongyloidiasis,Strongyloidiasis,Disseminated strongyloidiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B78.9,B78.9,B789,"Strongyloidiasis, unspecified",Strongyloidiasis,"Strongyloidiasis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B65,B79,B79,B79,Trichuriasis,Trichuriasis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B65,B80,B80,B80,Enterobiasis,Enterobiasis,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B81.-,B81,B81,"Other intestinal helminthiases, not elsewhere classified","Other intestinal helminthiases, not elsewhere classified",,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.0,B81.0,B810,Anisakiasis,"Other intestinal helminthiases, not elsewhere classified",Anisakiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.1,B81.1,B811,Intestinal capillariasis,"Other intestinal helminthiases, not elsewhere classified",Intestinal capillariasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.2,B81.2,B812,Trichostrongyliasis,"Other intestinal helminthiases, not elsewhere classified",Trichostrongyliasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.3,B81.3,B813,Intestinal angiostrongyliasis,"Other intestinal helminthiases, not elsewhere classified",Intestinal angiostrongyliasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.4,B81.4,B814,Mixed intestinal helminthiases,"Other intestinal helminthiases, not elsewhere classified",Mixed intestinal helminthiases,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B81.8,B81.8,B818,Other specified intestinal helminthiases,"Other intestinal helminthiases, not elsewhere classified",Other specified intestinal helminthiases,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B82.-,B82,B82,Unspecified intestinal parasitism,Unspecified intestinal parasitism,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B82.0,B82.0,B820,"Intestinal helminthiasis, unspecified",Unspecified intestinal parasitism,"Intestinal helminthiasis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B82.9,B82.9,B829,"Intestinal parasitism, unspecified",Unspecified intestinal parasitism,"Intestinal parasitism, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B65,B83.-,B83,B83,Other helminthiases,Other helminthiases,,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.0,B83.0,B830,Visceral larva migrans,Other helminthiases,Visceral larva migrans,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.1,B83.1,B831,Gnathostomiasis,Other helminthiases,Gnathostomiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.2,B83.2,B832,Angiostrongyliasis due to Parastrongylus cantonensis,Other helminthiases,Angiostrongyliasis due to Parastrongylus cantonensis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.3,B83.3,B833,Syngamiasis,Other helminthiases,Syngamiasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.4,B83.4,B834,Internal hirudiniasis,Other helminthiases,Internal hirudiniasis,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.8,B83.8,B838,Other specified helminthiases,Other helminthiases,Other specified helminthiases,,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B65,B83.9,B83.9,B839,"Helminthiasis, unspecified",Other helminthiases,"Helminthiasis, unspecified",,053,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B85,B85.-,B85,B85,Pediculosis and phthiriasis,Pediculosis and phthiriasis,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B85.0,B85.0,B850,Pediculosis due to Pediculus humanus capitis,Pediculosis and phthiriasis,Pediculosis due to Pediculus humanus capitis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B85.1,B85.1,B851,Pediculosis due to Pediculus humanus corporis,Pediculosis and phthiriasis,Pediculosis due to Pediculus humanus corporis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B85.2,B85.2,B852,"Pediculosis, unspecified",Pediculosis and phthiriasis,"Pediculosis, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B85.3,B85.3,B853,Phthiriasis,Pediculosis and phthiriasis,Phthiriasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B85.4,B85.4,B854,Mixed pediculosis and phthiriasis,Pediculosis and phthiriasis,Mixed pediculosis and phthiriasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B85,B86,B86,B86,Scabies,Scabies,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B85,B87.-,B87,B87,Myiasis,Myiasis,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.0,B87.0,B870,Cutaneous myiasis,Myiasis,Cutaneous myiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.1,B87.1,B871,Wound myiasis,Myiasis,Wound myiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.2,B87.2,B872,Ocular myiasis,Myiasis,Ocular myiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.3,B87.3,B873,Nasopharyngeal myiasis,Myiasis,Nasopharyngeal myiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.4,B87.4,B874,Aural myiasis,Myiasis,Aural myiasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.8,B87.8,B878,Myiasis of other sites,Myiasis,Myiasis of other sites,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B87.9,B87.9,B879,"Myiasis, unspecified",Myiasis,"Myiasis, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B85,B88.-,B88,B88,Other infestations,Other infestations,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.0,B88.0,B880,Other acariasis,Other infestations,Other acariasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.1,B88.1,B881,Tungiasis [sandflea infestation],Other infestations,Tungiasis [sandflea infestation],,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.2,B88.2,B882,Other arthropod infestations,Other infestations,Other arthropod infestations,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.3,B88.3,B883,External hirudiniasis,Other infestations,External hirudiniasis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.8,B88.8,B888,Other specified infestations,Other infestations,Other specified infestations,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B85,B88.9,B88.9,B889,"Infestation, unspecified",Other infestations,"Infestation, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B85,B89,B89,B89,Unspecified parasitic disease,Unspecified parasitic disease,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B90,B90.-,B90,B90,Sequelae of tuberculosis,Sequelae of tuberculosis,,,054,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
